timestamp;PM_1.0;PM_2.5;PM_10;PM_100;temp;humidity;arah_angin;kecepatan_angin
6/28/2024, 2:35:03 PM;;;;;29;63;;0.35
6/28/2024, 2:35:13 PM;;;;;29;63;;0.35
6/28/2024, 2:35:24 PM;;;;;29;63;;0.35
6/28/2024, 2:35:36 PM;;;;;29;63;;0.00
6/28/2024, 2:35:47 PM;;;;;29;63;;0.00
6/28/2024, 2:35:57 PM;;;;;29;63;;0.00
6/28/2024, 2:36:12 PM;;;;;29;63;;0.00
6/28/2024, 2:36:22 PM;;;;;29;63;;0.00
6/28/2024, 2:36:32 PM;;;;;29;63;;0.00
6/28/2024, 2:36:43 PM;;;;;29;63;;0.00
6/28/2024, 2:36:57 PM;;;;;29;64;;0.00
6/28/2024, 2:37:06 PM;;;;;29;64;;0.00
6/28/2024, 2:37:17 PM;;;;;29;64;;0.00
6/28/2024, 2:37:31 PM;;;;;29;64;;0.00
6/28/2024, 2:37:45 PM;;;;;29;64;;0.00
6/28/2024, 2:48:53 PM;;;;;29;63;;0.00
6/28/2024, 2:49:03 PM;;;;;29;63;;0.00
6/28/2024, 2:49:13 PM;;;;;29;63;;0.00
6/28/2024, 2:49:23 PM;;;;;29;63;;0.00
6/28/2024, 2:49:34 PM;;;;;29;63;;0.00
6/28/2024, 2:49:44 PM;;;;;29;63;;0.00
6/28/2024, 2:49:55 PM;;;;;29;63;;0.31
6/28/2024, 2:50:15 PM;;;;;29;63;;0.35
6/28/2024, 2:50:25 PM;;;;;29;63;;0.33
6/28/2024, 2:54:25 PM;9;14;20;;29;63;;0.00
