timestamp;PM_1.0;PM_2.5;PM_10;PM_100;temp;humidity;arah_angin;kecepatan_angin
7/15/2023, 7:28:39 AM;;;;;24;84;318;
7/15/2023, 7:28:42 AM;;;;;24;84;317;
7/15/2023, 7:28:45 AM;;;;;24;84;319;
7/15/2023, 7:28:48 AM;;;;;24;84;318;
7/15/2023, 7:28:51 AM;;;;;24;84;318;
7/15/2023, 7:30:04 AM;;;;;24;84;317;
7/15/2023, 7:30:07 AM;;;;;24;84;318;
7/15/2023, 7:30:09 AM;;;;;24;84;317;
7/15/2023, 7:30:12 AM;;;;;24;84;318;
7/15/2023, 7:30:15 AM;;;;;24;84;317;
7/15/2023, 7:32:09 AM;;;;;24;84;317;
7/15/2023, 7:32:12 AM;;;;;24;84;317;
7/15/2023, 7:32:14 AM;;;;;24;84;318;
7/15/2023, 7:32:17 AM;;;;;24;84;318;
7/15/2023, 7:32:20 AM;;;;;24;84;318;
7/15/2023, 7:33:27 AM;;;;;24;85;318;
7/15/2023, 7:33:30 AM;;;;;24;85;317;
7/15/2023, 7:33:33 AM;;;;;24;85;316;
7/15/2023, 7:33:35 AM;;;;;24;85;318;
7/15/2023, 7:45:22 AM;15;15;31;;23;86;318;
7/15/2023, 7:45:24 AM;15;15;31;;23;86;318;
7/15/2023, 7:45:26 AM;15;15;31;;23;86;319;
7/15/2023, 7:45:29 AM;15;15;31;;23;86;318;
7/15/2023, 7:45:32 AM;15;15;31;;23;86;319;
7/15/2023, 7:45:34 AM;15;15;31;;23;86;319;
7/15/2023, 7:45:37 AM;15;15;30;;23;86;318;
7/15/2023, 7:45:40 AM;15;15;28;;23;86;318;
7/15/2023, 7:45:42 AM;15;15;28;;23;86;319;
7/15/2023, 7:45:45 AM;15;15;28;;23;86;319;
7/15/2023, 7:45:48 AM;15;15;28;;23;86;318;
7/15/2023, 7:45:51 AM;15;15;28;;23;86;318;
7/15/2023, 7:45:53 AM;16;16;29;;23;86;318;
7/15/2023, 7:45:56 AM;16;16;29;;23;86;318;
7/15/2023, 7:45:59 AM;16;16;29;;23;86;318;
7/15/2023, 7:46:01 AM;16;16;30;;23;86;318;
7/15/2023, 7:46:04 AM;16;16;30;;23;86;319;
7/15/2023, 7:46:07 AM;16;16;30;;23;86;318;
7/15/2023, 7:46:09 AM;17;17;30;;23;86;319;
7/15/2023, 7:46:12 AM;16;16;30;;23;86;318;
7/15/2023, 7:46:15 AM;17;17;31;;23;86;318;
7/15/2023, 7:46:17 AM;17;17;31;;23;86;318;
7/15/2023, 7:46:20 AM;18;18;32;;23;86;317;
7/15/2023, 7:46:23 AM;18;18;32;;23;86;318;
7/15/2023, 7:46:25 AM;18;18;32;;23;86;318;
7/15/2023, 7:46:28 AM;18;18;33;;23;86;317;
7/15/2023, 7:46:31 AM;17;17;31;;23;86;318;
7/15/2023, 7:46:33 AM;17;17;31;;23;86;317;
7/15/2023, 7:46:36 AM;17;17;31;;23;86;318;
7/15/2023, 7:46:39 AM;17;17;31;;23;86;318;
7/15/2023, 7:46:41 AM;17;17;30;;23;86;318;
7/15/2023, 7:46:44 AM;17;17;30;;23;86;317;
7/15/2023, 7:46:47 AM;17;17;29;;23;86;318;
7/15/2023, 7:46:49 AM;17;17;30;;23;86;318;
7/15/2023, 7:46:52 AM;16;16;30;;23;86;318;
7/15/2023, 7:46:55 AM;17;17;30;;23;86;317;
7/15/2023, 7:46:58 AM;17;17;30;;23;86;319;
7/15/2023, 7:47:00 AM;17;17;31;;23;86;318;
7/15/2023, 7:47:03 AM;17;17;31;;23;86;318;
7/15/2023, 7:47:06 AM;17;17;32;;23;86;317;
7/15/2023, 7:47:08 AM;16;16;32;;23;86;317;
7/15/2023, 7:47:11 AM;15;15;30;;23;86;318;
7/15/2023, 7:47:14 AM;15;15;30;;23;86;318;
7/15/2023, 7:47:16 AM;15;15;30;;23;86;318;
7/15/2023, 7:47:19 AM;15;15;30;;23;86;318;
7/15/2023, 7:47:22 AM;15;15;30;;23;86;317;
7/15/2023, 7:47:24 AM;15;15;30;;23;86;317;
7/15/2023, 7:47:27 AM;15;15;30;;23;86;318;
7/15/2023, 7:47:30 AM;16;16;31;;23;86;318;
7/15/2023, 7:47:32 AM;16;16;31;;23;86;317;
7/15/2023, 7:47:35 AM;16;16;31;;23;86;317;
7/15/2023, 7:47:38 AM;16;16;31;;23;86;318;
7/15/2023, 7:47:40 AM;16;16;31;;23;86;317;
7/15/2023, 7:47:43 AM;16;16;31;;23;86;318;
7/15/2023, 7:47:46 AM;16;16;31;;23;86;317;
7/15/2023, 7:47:48 AM;16;16;30;;23;86;318;
7/15/2023, 7:47:51 AM;16;16;30;;23;86;318;
7/15/2023, 7:47:54 AM;16;16;30;;23;86;318;
7/15/2023, 7:47:56 AM;16;16;29;;23;86;317;
7/15/2023, 7:47:59 AM;16;16;29;;23;86;318;
7/15/2023, 7:48:02 AM;16;16;29;;23;86;318;
