2023-03-24T13:02:26.876652,{"id": "bd950176","data": "va|10161.00"},-16,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110001 0b110000 0b110001 0b110110 0b110001 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:28.270128,{"id": "bd950176","data": "va|8100.00"},-16,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b111000 0b110001 0b110000 0b110000 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:29.674702,{"id": "bd950176","data": "va|7135.00"},-16,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110111 0b110001 0b110011 0b110101 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:31.101833,{"id": "bd950176","data": "va|11104.00"},-15,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110001 0b110001 0b110001 0b110000 0b110100 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:32.495342,{"id": "bd950176","data": "va|6156.00"},-16,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110110 0b110001 0b110101 0b110110 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:33.899996,{"id": "bd950176","data": "va|1192.00"},-18,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110001 0b110001 0b111001 0b110010 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:35.302538,{"id": "bd950176","data": "va|790.00"},-15,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110111 0b111001 0b110000 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:36.697879,{"id": "bd950176","data": "va|9105.00"},-15,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b111001 0b110001 0b110000 0b110101 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:38.102598,{"id": "bd950176","data": "va|1088.00"},-17,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110001 0b110000 0b111000 0b111000 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
2023-03-24T13:02:40.385372,{"id": "bd950176","data": "va|15151.00"},-17,0b1111011 0b100010 0b1101001 0b1100100 0b100010 0b111010 0b100000 0b100010 0b1100010 0b1100100 0b111001 0b110101 0b110000 0b110001 0b110111 0b110110 0b100010 0b101100 0b100010 0b1100100 0b1100001 0b1110100 0b1100001 0b100010 0b111010 0b100000 0b100010 0b1110110 0b1100001 0b1111100 0b110001 0b110101 0b110001 0b110101 0b110001 0b101110 0b110000 0b110000 0b100010 0b1111101 0b1101 0b1010 
